protocol_type,service,flag,src_bytes,dst_bytes,num_failed_logins,logged_in,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_same_srv_rate,dst_host_diff_srv_rate,class
tcp,http,SF,146,30328,0,1,0,0,1,0,1,0,normal
tcp,http,SF,236,2507,0,1,0,0,1,0,0.95,0.02,normal
tcp,http,SF,273,295,0,1,0,0,1,0,1,0,normal
tcp,http,SF,322,642,0,1,0,0,1,0,1,0,normal
tcp,smtp,RSTO,0,0,0,0,0,0,0.01,0.06,0.01,0.08,anomaly
udp,domain_u,SF,43,76,0,0,0,0,1,0,0.89,0.01,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.36,anomaly
tcp,http,SF,302,561,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,63,0,0,1,0,0,1,0,0.15,0.23,normal
tcp,http,SF,207,1894,0,1,0,0,1,0,1,0,normal
tcp,http,SF,188,1274,0,1,0,0,1,0,1,0,normal
tcp,daytime,RSTO,0,0,0,0,0,0,0.07,0.07,0.07,0.08,anomaly
tcp,http,SF,237,2557,0,1,0,0,1,0,1,0,normal
tcp,netbios_ns,S0,0,0,0,0,1,1,0.08,0.06,0.07,0.07,anomaly
tcp,http,SF,320,7156,0,1,0,0.05,1,0,1,0,normal
tcp,http,SF,329,1179,0,1,0,0,1,0,1,0,normal
icmp,urp_i,SF,183,0,0,0,0,0,0.5,1,0.08,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.14,0.06,0.08,0.05,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,ftp,SF,1227,3380,0,1,0,0,1,0,0.25,0.02,normal
tcp,http,SF,170,4455,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.04,0.09,anomaly
tcp,nntp,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.07,anomaly
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
tcp,echo,S0,0,0,0,0,1,1,0.12,0.09,0.03,0.07,anomaly
tcp,netbios_ssn,REJ,0,0,0,0,0,0,0,0.07,0,0.07,anomaly
tcp,courier,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.05,anomaly
tcp,http,SF,311,1473,0,1,0,0,1,0,1,0,normal
tcp,http,SF,327,1415,0,1,0,0,1,0,1,0,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.06,anomaly
tcp,auth,S0,0,0,0,0,1,1,0.05,0.06,0.02,0.07,anomaly
tcp,ftp,SF,1512,4152,0,1,0,0,1,0,0.2,0.15,normal
tcp,telnet,SF,562,2441,0,1,0,0,1,0,0.28,0.12,normal
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
udp,domain_u,SF,89,45,0,0,0,0,1,0,0.93,0.14,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.03,0.07,anomaly
tcp,http,SF,234,5280,0,1,0,0,1,0,1,0,normal
tcp,http,SF,272,392,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.06,0.06,0.07,0.05,anomaly
tcp,uucp,RSTO,0,0,0,0,0,0,0.1,0.07,0.05,0.06,anomaly
tcp,systat,S0,0,0,0,0,1,1,0.11,0.05,0.05,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0.33,1,0,1,0,normal
tcp,smtp,SF,1502,341,0,1,0,0,0.33,0.67,0.56,0.03,normal
tcp,http,SF,307,635,0,1,0,0,1,0,1,0,normal
tcp,netbios_ns,S0,0,0,0,0,1,1,0.05,0.06,0.03,0.06,anomaly
tcp,iso_tsap,REJ,0,0,0,0,0,0,0.06,0.06,0.05,0.07,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.15,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.19,0.05,0.09,0.06,anomaly
tcp,csnet_ns,REJ,0,0,0,0,0,0,0.05,0.06,0.05,0.07,anomaly
tcp,smtp,SF,11624,1551,0,1,0,0,1,0,0.31,0.05,normal
udp,private,SF,105,147,0,0,0,0,1,0,0.99,0.02,normal
tcp,smtp,SF,2736,392,0,1,0,0,1,0,0.79,0.07,normal
tcp,http,SF,323,4675,0,1,0,0,1,0,1,0,normal
tcp,http,SF,209,803,0,1,0,0,1,0,1,0,normal
tcp,http,SF,162,19994,0,1,0,0,1,0,1,0,normal
tcp,http,SF,299,702,0,1,0,0,1,0,1,0,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,telnet,S0,0,0,0,0,1,1,0.44,0.12,0.18,0.04,anomaly
tcp,finger,RSTO,0,0,0,0,0,0,0.07,0.06,0.07,0.07,anomaly
tcp,http,SF,230,901,0,1,0,0,1,0,1,0,normal
tcp,http,SF,216,2100,0,1,0,0,1,0,1,0,normal
tcp,http,SF,192,10723,0,1,0,0,1,0,1,0,normal
tcp,http,SF,148,35147,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.06,0.06,0.08,anomaly
tcp,http,SF,302,4070,0,1,0,0,1,0,1,0,normal
tcp,http,SF,196,1337,0,1,0,0,1,0,1,0,normal
tcp,http,SF,309,2698,0,1,0,0,1,0,0.89,0.01,normal
tcp,private,REJ,0,0,0,0,0,0,0.5,1,0,0.86,anomaly
tcp,http,SF,274,10063,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1025,333,0,1,0,0,1,0,0.89,0.22,normal
tcp,http,SF,244,370,0,1,0,0,1,0,1,0,normal
tcp,http_443,S0,0,0,0,0,1,1,0.07,0.05,0.06,0.05,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.13,0.06,0.07,0.05,anomaly
tcp,pop_2,S0,0,0,0,0,1,1,0.06,0.06,0.06,0.07,anomaly
tcp,private,REJ,0,0,0,0,0.05,0,0.01,1,0,0.8,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.02,0.07,0.01,0.09,anomaly
tcp,iso_tsap,S0,0,0,0,0,1,1,0.01,0.07,0,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
udp,other,SF,146,105,0,0,0,0,1,0,0,0.84,normal
tcp,bgp,REJ,0,0,0,0,0,0,0.04,0.07,0.04,0.07,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.07,0.07,0.04,0.07,anomaly
tcp,http,SF,201,1617,0,1,0,0,1,0,1,0,normal
tcp,sql_net,S0,0,0,0,0,1,1,0.07,0.06,0.03,0.08,anomaly
tcp,ftp_data,SF,15876,0,0,0,0,0,1,0,0.43,0.03,normal
udp,other,SF,146,0,0,0,0,0,0.33,0.67,0,0.75,normal
tcp,private,S0,0,0,0,0,1,1,0.07,0.07,0.01,0.07,anomaly
tcp,ftp_data,SF,19,0,0,0,0,0,1,0,0.29,0.03,normal
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,240,791,0,1,0,0,1,0,1,0,normal
tcp,netstat,S0,0,0,0,0,1,1,0.02,0.06,0.04,0.08,anomaly
tcp,http,SF,219,557,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,110,0,0,0,0,1,0,1,0,normal
tcp,link,S0,0,0,0,0,1,1,0.05,0.05,0.04,0.06,anomaly
tcp,smtp,SF,921,330,0,1,0,0,1,0,0.96,0.01,normal
icmp,eco_i,SF,18,0,0,0,0,0,1,0,1,0,anomaly
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.45,0.04,anomaly
tcp,csnet_ns,S0,0,0,0,0,1,1,0.07,0.08,0.03,0.08,anomaly
tcp,http,SF,278,324,0,1,0,0,1,0,1,0,normal
tcp,csnet_ns,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.09,anomaly
tcp,http,SF,167,3370,0,1,0,0,1,0,1,0,normal
udp,private,SF,1,0,0,0,0,0,0.69,0.05,0.55,0.05,anomaly
tcp,private,S0,0,0,0,0,1,1,0,0.06,0.08,0.06,anomaly
udp,domain_u,SF,45,114,0,0,0,0,1,0,0.94,0.01,normal
tcp,name,REJ,0,0,0,0,0,0,0.07,0.06,0.07,0.07,anomaly
tcp,uucp,RSTO,0,0,0,0,0,0,0.11,0.06,0.06,0.06,anomaly
tcp,smtp,SF,2685,358,0,1,0,0,1,0,0.77,0.03,normal
tcp,http,SF,188,2453,0,1,0,0,1,0,1,0,normal
tcp,http,SF,239,295,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.06,0.01,0.07,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.05,0.07,0.05,0.09,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.2,0.4,0.25,0.02,anomaly
tcp,smtp,SF,12614,1391,0,1,0,0,1,0,0.98,0.04,normal
tcp,ftp_data,REJ,0,0,0,0,0.07,0,0.02,0.98,0.03,0.97,anomaly
udp,other,SF,145,105,0,0,0,0,0.5,0.5,0.01,0.55,normal
tcp,private,REJ,0,0,0,0,0,0,0.05,0.07,0.02,0.06,anomaly
tcp,private,RSTO,0,0,0,0,0,0,0.14,0.06,0.08,0.06,anomaly
tcp,hostnames,S0,0,0,0,0,1,1,0.33,0.19,0.04,0.08,anomaly
tcp,http,SF,304,294,0,1,0,0,1,0,1,0,normal
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,smtp,SF,1639,330,0,1,0,0,1,0,0.57,0.08,normal
icmp,ecr_i,SF,1032,0,0,0,0,0,1,0,0.51,0.04,anomaly
tcp,mtp,S0,0,0,0,0,1,1,0,0.06,0,0.07,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.07,0.06,0.07,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,258,8134,0,1,0,0,1,0,1,0,normal
tcp,http,SF,238,1215,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,44,44,0,0,0,0,1,0,1,0,normal
tcp,http,SF,239,10047,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,117,0,0,0,0,1,0,0.92,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.07,0.06,0.07,anomaly
tcp,Z39_50,REJ,0,0,0,0,0,0,0.06,0.07,0.03,0.07,anomaly
udp,private,SF,207,0,0,0,0,0,1,0,0.86,0.03,anomaly
tcp,http,SF,330,4793,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,112,0,0,0,0,1,0,0.74,0.02,normal
tcp,echo,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
icmp,ecr_i,SF,30,0,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,43,71,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,222,1481,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1096,331,0,1,0,0,1,0,0.63,0.03,normal
tcp,http,SF,213,567,0,1,0,0,1,0,1,0,normal
tcp,http,SF,211,2594,0,1,0,0,1,0,1,0,normal
tcp,http,SF,313,10111,0,1,0,0,1,0,1,0,normal
tcp,gopher,S0,0,0,0,0,1,1,0.07,0.06,0.05,0.08,anomaly
tcp,http,SF,213,7462,0,1,0,0,1,0,1,0,normal
tcp,http,SF,0,6361,0,0,0.25,0.2,1,0,1,0,normal
tcp,http,SF,327,1811,0,1,0,0,1,0,1,0,normal
tcp,http,SF,334,280,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,43,109,0,0,0,0,1,0,0.93,0.01,normal
tcp,smtp,SF,1223,333,0,1,0,0,1,0,0.96,0.03,normal
tcp,netstat,S0,0,0,0,0,1,1,0.02,0.06,0.07,0.06,anomaly
udp,private,SF,28,0,0,0,0,0,1,0,0.18,0.05,anomaly
udp,other,SF,145,105,0,0,0,0,1,0,0,0.66,normal
tcp,http,SF,368,281,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.09,0,0.08,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,212,2393,0,1,0,0,1,0,1,0,normal
tcp,uucp,S0,0,0,0,0,1,1,0.14,0.05,0.08,0.05,anomaly
tcp,ftp_data,SF,12,0,0,0,0,0,1,0,0.34,0.03,normal
udp,domain_u,SF,44,130,0,0,0,0,1,0,0.99,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.04,0.08,0.03,0.08,anomaly
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.67,anomaly
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0,normal
udp,domain_u,SF,43,109,0,0,0,0,1,0,0.99,0.01,normal
tcp,discard,S0,0,0,0,0,1,1,0.02,0.06,0.02,0.06,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.07,0.09,0.1,anomaly
tcp,http,SF,191,1938,0,1,0,0,1,0,1,0,normal
tcp,http,SF,260,1160,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.03,0.07,anomaly
tcp,ftp_data,REJ,0,0,0,0,0,0,0.02,0.07,0.02,0.07,anomaly
tcp,netbios_dgm,REJ,0,0,0,0,0,0,0.02,0.07,0.01,0.07,anomaly
udp,private,SF,105,147,0,0,0,0,0.67,0.67,0.96,0.01,normal
tcp,private,S0,0,0,0,0,1,1,0.36,0.29,0.02,0.08,anomaly
tcp,http,SF,206,7903,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0.11,0,0,1,0,0.95,anomaly
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.03,0.09,anomaly
tcp,private,S0,0,0,0,0,1,1,0.12,0.06,0.2,0.1,anomaly
udp,other,SF,516,4,0,0,0,0,1,0,1,0,normal
tcp,http,SF,309,1215,0,1,0,0,1,0,1,0,normal
tcp,http,SF,355,3465,0,1,0,0,1,0,1,0,normal
tcp,http,SF,210,4826,0,1,0,0,1,0,1,0,normal
tcp,http,S3,309,3222,0,1,1,1,1,0,0.97,0.01,normal
tcp,http,SF,305,2507,0,1,0,0,1,0,0.91,0.02,normal
tcp,private,S0,0,0,0,0,1,1,0.15,0.07,0.11,0.05,anomaly
tcp,private,REJ,0,0,0,0,0,0,0.03,0.06,0.04,0.06,anomaly
udp,domain_u,SF,43,43,0,0,0,0,1,0,0.96,0.01,normal
tcp,http,SF,271,389,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.06,0.07,0.05,0.09,anomaly
tcp,ftp,SF,284,903,0,1,0,0,1,0,0.28,0.03,normal
tcp,private,S0,0,0,0,0,1,1,1,0,0.06,0.07,anomaly
tcp,finger,SF,7,276,0,0,0,0,1,0,0.04,0.02,normal
tcp,http,SF,236,26817,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.05,0.08,anomaly
tcp,http,S0,0,0,0,0,0.5,0.67,0.5,0.75,0.17,0.04,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.05,0.04,0.07,anomaly
tcp,http,SF,207,342,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,46,132,0,0,0,0,1,0,1,0.01,normal
tcp,http,SF,246,1403,0,1,0,0,1,0,1,0,normal
tcp,http,SF,216,2658,0,1,0,0,1,0,1,0,normal
tcp,http,SF,306,2730,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,1874,0,0,1,0,0,1,0,0.34,0.03,normal
udp,private,SF,1,0,0,0,0,0,0.12,0.18,0.01,0.49,anomaly
tcp,http,SF,303,1694,0,1,0,0,1,0,1,0,normal
tcp,imap4,S0,0,0,0,0,1,1,0.28,0.12,0.05,0.09,anomaly
tcp,gopher,REJ,0,0,0,0,0,0,0.05,0.07,0.04,0.07,anomaly
tcp,smtp,SF,1539,333,0,1,0,0,1,0,0.57,0.07,normal
udp,ntp_u,SF,48,48,0,0,0,0,1,0,0.22,0.04,normal
tcp,private,RSTR,0,0,0,0,0,0,0.01,0.52,0.01,0.52,anomaly
tcp,http,SF,219,516,0,1,0,0,1,0,1,0,normal
tcp,http,SF,212,1186,0,1,0,0,1,0,1,0,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.85,anomaly
tcp,http,SF,310,1484,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.21,0.1,0.05,0.09,anomaly
tcp,private,REJ,0,0,0,0,0.04,0,0,1,0,0.97,anomaly
tcp,http,SF,156,1493,0,1,0,0,1,0,1,0,normal
tcp,netbios_ssn,S0,0,0,0,0,1,1,0.07,0.05,0.08,0.05,anomaly
tcp,http,SF,324,2174,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,11737,1549,0,1,0,0,1,0,0.48,0.02,normal
tcp,http,SF,215,2911,0,1,0,0,1,0,1,0,normal
tcp,http,SF,238,2406,0,1,0,0,1,0,1,0,normal
tcp,http,SF,0,1167,0,0,0.17,0.17,1,0,1,0,normal
tcp,ctf,S0,0,0,0,0,1,1,0.01,0.07,0.01,0.07,anomaly
tcp,http,SF,216,263,0,1,0,0,1,0,1,0,normal
tcp,iso_tsap,S0,0,0,0,0,1,1,0,0.07,0,0.07,anomaly
udp,domain_u,SF,42,127,0,0,0,0,1,0,0.81,0.01,normal
tcp,http,SF,343,1408,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.17,0.06,0.08,0.06,anomaly
tcp,http,SF,334,10383,0,1,0,0,1,0,1,0,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.06,0.07,0.05,0.08,anomaly
tcp,smtp,SF,2063,334,0,1,0,0,0.33,0.67,0.44,0.06,normal
tcp,name,S0,0,0,0,0,1,1,0.04,0.06,0.04,0.07,anomaly
tcp,http,SF,214,310,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.5,1,0,0.57,anomaly
tcp,http,SF,277,9463,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,1325,331,0,1,0,0,1,0,0.95,0.09,normal
tcp,http,SF,189,622,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.07,0.07,0.07,0.07,anomaly
tcp,smtp,SF,933,329,0,1,0,0,1,0,0.83,0.08,normal
tcp,private,REJ,0,0,0,0,0,0,0.07,0.06,0.08,0.08,anomaly
tcp,http,SF,307,3222,0,1,0,0,1,0,0.94,0.02,normal
icmp,urh_i,SF,36,0,0,0,0,0,0.5,1,0.25,0.04,normal
tcp,http,SF,318,1748,0,1,0,0,1,0,1,0,normal
tcp,ftp,SF,1181,3380,0,1,0,0,1,0,0.18,0.03,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.07,0.07,0.07,anomaly
udp,other,SF,147,105,0,0,0,0,0.5,0.5,0.01,0.68,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.05,0.04,0.07,anomaly
tcp,uucp,S0,0,0,0,0,1,1,0.06,0.06,0.01,0.07,anomaly
tcp,http,SF,54540,8314,0,1,0,0,1,0,1,0,anomaly
tcp,smtp,SF,926,335,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.07,0.05,0.09,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,SF,222,314,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,859,325,0,1,0,0,1,0,0.97,0.01,normal
tcp,private,REJ,0,0,0,0,0.05,0,0.01,1,0,0.76,anomaly
tcp,http,SF,319,770,0,1,0,0,1,0,1,0,normal
tcp,http,SF,193,1337,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,5135678,0,0,1,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.29,0.05,0.09,0.05,anomaly
udp,domain_u,SF,44,69,0,0,0,0,1,0,0.88,0.01,normal
tcp,uucp,S0,0,0,0,0,1,1,0.09,0.06,0.03,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.06,0.06,0.13,0.06,anomaly
tcp,smtp,SF,1293,325,0,1,0,0,1,0,0.54,0.03,normal
tcp,http,SF,305,2295,0,1,0,0,1,0,1,0,normal
tcp,domain,S0,0,0,0,0,1,1,0.03,0.05,0.04,0.08,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.06,0.02,0.07,anomaly
tcp,http,SF,323,11111,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,334,0,0,1,0,0,1,0,1,0,anomaly
tcp,private,REJ,0,0,0,0,0,0,1,0,0.07,1,anomaly
tcp,exec,S0,0,0,0,0,1,1,0.13,0.06,0.05,0.07,anomaly
tcp,uucp_path,REJ,0,0,0,0,0,0,0.11,0.06,0.01,0.07,anomaly
icmp,ecr_i,SF,520,0,0,0,0,0,1,0,1,0,anomaly
tcp,http,S0,0,0,0,0,1,1,0.3,0.3,0.25,0.02,anomaly
tcp,netbios_dgm,S0,0,0,0,0,1,1,0.12,0.12,0.02,0.07,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.01,0.08,0.08,0.05,anomaly
tcp,http,SF,199,2055,0,1,0,0,1,0,1,0,normal
tcp,http,SF,215,693,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.05,0.06,0,0.07,anomaly
tcp,smtp,SF,1369,333,0,1,0,0,1,0,0.94,0.08,normal
tcp,hostnames,S0,0,0,0,0,1,1,0.08,0.05,0.09,0.05,anomaly
udp,domain_u,SF,46,46,0,0,0,0,1,0,1,0,normal
tcp,ftp_data,S0,0,0,0,0,1,1,0.1,0.06,0.07,0.06,anomaly
tcp,courier,S0,0,0,0,0,1,1,0.08,0.06,0.04,0.07,anomaly
tcp,netbios_dgm,REJ,0,0,0,0,0,0,0.05,0.06,0.02,0.07,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
icmp,eco_i,SF,8,0,0,0,0,0,1,0,1,0,anomaly
tcp,private,S0,0,0,0,0,1,1,0.09,0.13,0.04,0.09,anomaly
tcp,ftp_data,SF,1342,0,0,1,0,0,1,0,0.18,0.02,normal
tcp,uucp_path,S0,0,0,0,0,1,1,0.04,0.06,0.05,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.08,0.07,0.04,0.07,anomaly
tcp,http,SF,200,2568,0,1,0,0,1,0,1,0,normal
icmp,urp_i,SF,181,0,0,0,0,0,0.5,1,0.07,0.01,normal
tcp,other,RSTR,1,0,0,0,0,0,1,0,0.01,0.74,anomaly
tcp,http,SF,338,278,0,1,0,0,1,0,0.88,0.01,normal
tcp,smtp,SF,911,357,0,1,0,0,0.5,1,0.57,0.06,normal
tcp,http,REJ,0,0,0,0,0,0,0.06,0.07,0.07,0.07,anomaly
tcp,http,SF,291,3643,0,1,0,0,1,0,1,0,normal
udp,other,SF,145,105,0,0,0,0,0.33,0.5,0.01,0.69,normal
tcp,other,SF,3468,0,0,1,0.07,0,0.07,0.13,0.02,0.11,normal
tcp,smtp,SF,12191,1409,0,1,0,0,1,0,0.87,0.04,normal
tcp,private,S0,0,0,0,0,1,1,0.05,0.04,0.05,0.05,anomaly
tcp,http,SF,296,3751,0,1,0,0,1,0,1,0,normal
tcp,private,REJ,0,0,0,0,0,0,0.05,0.07,0.1,0.06,anomaly
tcp,finger,S0,0,0,0,0,1,1,0.07,0.05,0.07,0.06,anomaly
tcp,bgp,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.06,anomaly
tcp,http,SF,311,248,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,848,332,0,1,0,0,1,0,0.62,0.05,normal
tcp,other,REJ,0,0,0,0,0.07,0,0,1,0,1,anomaly
tcp,ftp_data,S0,0,0,0,0,1,1,0.25,0.05,0.24,0.03,anomaly
tcp,private,S0,0,0,0,0,1,1,0.04,0.06,0.06,0.06,anomaly
tcp,http,SF,340,269,0,1,0,0,1,0,1,0,normal
tcp,auth,S0,0,0,0,0,1,1,0.01,0.06,0.04,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.11,0.06,0.03,0.06,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,other,REJ,0,0,0,0,0.05,0,0,0.96,0,0.95,anomaly
tcp,private,S0,0,0,0,0,1,1,0.02,0.06,0.01,0.09,anomaly
tcp,ftp_data,SF,1470,0,0,1,0,0,1,0,0.14,0.05,normal
tcp,uucp,S0,0,0,0,0,1,1,0.19,0.06,0.07,0.06,anomaly
udp,private,SF,1,0,0,0,0,0,0.88,0.12,0.07,0.22,anomaly
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.04,0.06,anomaly
tcp,Z39_50,S0,0,0,0,0,1,1,0.04,0.05,0.04,0.05,anomaly
tcp,ftp_data,SF,637,0,0,1,0,0,1,0,0.26,0.02,normal
tcp,http,SF,323,1928,0,1,0,0,1,0,1,0,normal
tcp,ctf,S0,0,0,0,0,1,1,0.06,0.06,0.02,0.08,anomaly
tcp,http,REJ,0,0,0,0,0,0,1,0,1,0,normal
tcp,http,SF,255,650,0,1,0,0,1,0,1,0,normal
tcp,smtp,SF,725,327,0,1,0,0,1,0,1,0,normal
udp,domain_u,SF,45,45,0,0,0,0,1,0,1,0,normal
tcp,imap4,S0,0,0,0,0,1,1,0.08,0.06,0.07,0.06,anomaly
tcp,smtp,SF,1231,339,0,1,0,0,1,0,0.55,0.14,normal
tcp,http,SF,251,15764,0,1,0,0,1,0,1,0,normal
tcp,http,SF,221,998,0,1,0.17,0.17,1,0,1,0,normal
tcp,ftp_data,SF,501760,0,0,1,0,0,1,0,0.14,0.09,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.07,0.03,0.09,anomaly
tcp,http,SF,323,1056,0,1,0,0,1,0,1,0,normal
tcp,ftp_data,SF,2890,0,0,1,0,0,1,0,0.28,0.26,normal
tcp,http,SF,200,525,0,1,0,0,1,0,1,0,normal
tcp,http,SF,219,759,0,1,0,0,1,0,1,0,normal
udp,private,SF,105,0,0,0,0,0,1,0,0.64,0.14,normal
tcp,telnet,S1,0,0,0,0,1,1,1,0,0.06,0.25,normal
tcp,http,SF,313,55704,0,1,0,0,1,0,1,0,normal
tcp,http,SF,143,51823,0,1,0,0,1,0,1,0,normal
tcp,http,SF,258,1341,0,1,0,0,1,0,1,0,normal
tcp,IRC,RSTR,3135,7806,0,1,0,0,1,0,0.29,0.29,normal
tcp,private,RSTR,0,0,0,0,0,0,1,0,0,0.66,anomaly
udp,private,SF,105,146,0,0,0,0,0.2,0.6,0.94,0.01,normal
icmp,urp_i,SF,63,0,0,0,0,0,0.33,0.33,0.09,0.01,normal
icmp,eco_i,SF,8,0,0,0,0,0,0.02,0.04,1,0,anomaly
tcp,systat,S0,0,0,0,0,1,1,0.01,0.06,0.01,0.07,anomaly
tcp,private,S0,0,0,0,0,1,1,0.08,0.06,0.2,0.14,anomaly
udp,domain_u,SF,44,73,0,0,0,0,0.99,0.01,1,0.01,normal
tcp,ftp,SF,1075,3081,0,1,0,0,1,0,0.24,0.03,normal
tcp,http,RSTR,33336,2920,0,1,0,0,1,0,1,0,anomaly
tcp,http,SF,322,511,0,1,0,0,1,0,1,0,normal
tcp,http,SF,327,2109,0,1,0,0,1,0,1,0,normal
tcp,Z39_50,S0,0,0,0,0,1,1,0.38,0.31,0.02,0.09,anomaly
tcp,mtp,S0,0,0,0,0,1,1,0.04,0.09,0.01,0.07,anomaly
tcp,gopher,S0,0,0,0,0,1,1,0.12,0.06,0.07,0.07,anomaly
tcp,http,SF,258,1394,0,1,0,0,1,0,1,0,normal
tcp,private,S0,0,0,0,0,1,1,0.03,0.07,0.03,0.06,anomaly
